,county,license_number,operation_type,establishment_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,square_footage,location,latitude,longitude
5124,Erie,141456,Store,JAD   ,BUFFALO WHOLESALE FOODS INC      ,BUFFALO WHOLESALE FOODS,1574,KENMORE AVE                 ,BUFFALO,NY,14216,10000,"1574 kenmore ave buffalo, ny 14216 42.95865, -78.876265",42.95865,-78.876265
5125,Erie,728025,Store,JAC   ,ALKHOBARI ANEESA N               ,BUFFALO ZIP'S MARKET,896,NIAGARA STREET               ,BUFFALO,NY,14213,3000,"896 niagara street buffalo, ny 14213 42.9077, -78.898213",42.9077,-78.898213
5126,Erie,732658,Store,JAC   ,BUFF CITY MARKET INC             ,BUFF CITY MARKET,88,LISBON AVE                    ,BUFFALO,NY,14214,15000,"88 lisbon ave buffalo, ny 14214 42.948061, -78.825321",42.948061,-78.825321
5127,Erie,731119,Store,A     ,ANRE MARGARET                    ,BUNGTLA ASIAN MARKET,540,GRANT ST                     ,BUFFALO,NY,14213,1400,"540 grant st buffalo, ny 14213 42.928724, -78.889257",42.928724,-78.889257
5128,Erie,734888,Store,JAC   ,BUY FRESH HALAL INC              ,BUY FRESH HALAL,1350,FILLMORE AVENUE             ,BUFFALO,NY,14211,0,"1350 fillmore avenue buffalo, ny 14211 42.910586, -78.839075",42.910586,-78.839075
5129,Erie,147507,Store,JABC  ,PRIN SEN INC                     ,BUZ N BEE FOOD SHOPPE,2097,SENECA ST                   ,BUFFALO,NY,14210,7200,"2097 seneca st buffalo, ny 14210 42.854949, -78.809268",42.854949,-78.809268
5130,Erie,140609,Store,JAC   ,CAMELLIA GENERAL PROVISION CO INC,CAMELLIA FOODS,1333,GENESEE ST                  ,BUFFALO,NY,14211,1500,"1333 genesee st buffalo, ny 14211 42.905949, -78.830412",42.905949,-78.830412
5131,Erie,142182,Store,JAC   ,CAMELLIA GENERAL PROVISION CO INC,CAMELLIA FOODS,999,BROADWAY STAND 29            ,BUFFALO,NY,14212,1000,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5132,Erie,142056,Store,JAC   ,CAMS 24 CORP                     ,CAMERONS 24 HOUR STORE,1054,ELMWOOD AVE                 ,BUFFALO,NY,14222,1000,"1054 elmwood ave buffalo, ny 14222 42.92589, -78.877012",42.92589,-78.877012
5134,Erie,142070,Store,A     ,SMARTCARD OF WNY INC             ,CARD SMART,224,HIGHLAND PKWY                ,KENMORE,NY,14223,2500,"224 highland pkwy kenmore, ny 14223 42.974373, -78.857375",42.974373,-78.857375
5135,Erie,726212,Store,JAC   ,AL'S CONVENIENCE STORE INC       ,CARLS LOTTO MARKET,687,DICK ROAD                    ,BUFFALO,NY,14225,1400,"687 dick road buffalo, ny 14225 42.92181, -78.739851",42.92181,-78.739851
5136,Erie,713058,Store,JAC   ,CARUSOS ITALIAN IMPORTS LLC      ,CARUSOS ITALIAN IMPORTS,1212,HERTEL AVE                  ,BUFFALO,NY,14216,0,"1212 hertel ave buffalo, ny 14216 42.947748, -78.863417",42.947748,-78.863417
5137,Erie,143468,Store,JAD   ,TRIPIFOODS INC                   ,CASH&CARRY DEPOT,1496,WILLIAM ST                  ,BUFFALO,NY,14206,13000,"1496 william st buffalo, ny 14206 42.884792, -78.815472",42.884792,-78.815472
5138,Erie,141656,Store,JAC   ,MOTHANNA ABDULLA                 ,CAZ MINI MART,572-576,HERTEL AVE               ,BUFFALO,NY,14207,1800,"572 576 hertel ave buffalo, ny 14207 42.946871, -78.886869",42.946871,-78.886869
5139,Erie,142885,Store,JAC   ,CEDARS BAKERY LLC                ,CEDARS BAKERY,111,DINGENS ST                   ,BUFFALO,NY,14206,11000,"111 dingens st buffalo, ny 14206 42.877851, -78.811527",42.877851,-78.811527
5140,Erie,707866,Store,JAC   ,ALMONTASER SAEED S               ,CEDOS MINI MART & TAKEO,674,HOPKINS ST                   ,BUFFALO,NY,14220,500,"674 hopkins st buffalo, ny 14220 42.855841, -78.832207",42.855841,-78.832207
5141,Erie,141396,Store,A     ,LE TOM                           ,C&E MARKET,1930,GENESEE ST                  ,BUFFALO,NY,14211,3700,"1930 genesee st buffalo, ny 14211 42.913801, -78.81081",42.913801,-78.81081
5142,Erie,140866,Store,JAC   ,ALABBADI MOHAMED                 ,CHARLIES FOOD MART,927,BROADWAY                     ,BUFFALO,NY,14212,1000,"927 broadway buffalo, ny 14212 42.892766, -78.840346",42.892766,-78.840346
5143,Erie,708122,Store,JAC   ,CHATEAU BUFFALO LLC              ,CHATEAU BUFFALO,1500,CLINTON ST                  ,BUFFALO,NY,14206,3500,"1500 clinton st buffalo, ny 14206 42.872438, -78.821025",42.872438,-78.821025
5144,Erie,143055,Store,JAC   ,PEDRO TOMAS                      ,CHEZ LA CRAMER ROCK CEN,941,NIAGARA ST                   ,BUFFALO,NY,14213,0,"941 niagara st buffalo, ny 14213 42.908642, -78.899094",42.908642,-78.899094
5145,Erie,149046,Store,JAC   ,CHOCOLATE SHOP AND MORE INC THE  ,CHOCOLATE SHOP THE,871,NIAGARA ST                   ,BUFFALO,NY,14213,2100,"871 niagara st buffalo, ny 14213 42.906899, -78.897457",42.906899,-78.897457
5146,Erie,730721,Store,JAC   ,BARC INTERNATIONAL LLC           ,CHOCO-LOGO CONFECTIONER,141,BROADWAY AVE                 ,BUFFALO,NY,14203,6000,"141 broadway ave buffalo, ny 14203 42.88669, -78.868167",42.88669,-78.868167
5147,Erie,708731,Store,JABC  ,CHRUSCIKI BAKERY INC             ,CHRUSCIKI BAKERY,999,BROADWAY STAND 12      ,BUFFALO,NY,14212,200,"999 broadway buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5150,Erie,720423,Store,A     ,ESFOOR MUSA                      ,CITY CANDY GROCERY,544,FARGO AVE                    ,BUFFALO,NY,14213,1500,"544 fargo ave buffalo, ny 14213 42.910459, -78.897261",42.910459,-78.897261
5151,Erie,142692,Store,A     ,CITY CENTER GROCERY INC          ,CITY CENTER GROCERY,1531,E DELAVAN AVE               ,BUFFALO,NY,14215,1500,"1531 e delavan ave buffalo, ny 14215 42.922778, -78.800007",42.922778,-78.800007
5152,Erie,141977,Store,A     ,FADDELL ABDULL M                 ,CITY CORNER FOOD PLUS,1538,FILLMORE AVE                ,BUFFALO,NY,14211,1000,"1538 fillmore ave buffalo, ny 14211 42.915585, -78.83917",42.915585,-78.83917
5153,Erie,141191,Store,JAC   ,3039 BAILEY AVE IMPERIAL MRKT INC,CITY FOOD MARKET,711,KENSINGTON AVE       ,BUFFALO,NY,14215,2500,"711 kensington ave buffalo, ny 14215 42.932675, -78.826687",42.932675,-78.826687
5154,Erie,713163,Store,JAC   ,CITY MARKET & DELI INC           ,CITY MARKET & DELI,1245,E DELAVAN AVE               ,BUFFALO,NY,14215,1250,"1245 e delavan ave buffalo, ny 14215 42.922688, -78.810948",42.922688,-78.810948
5155,Erie,142802,Store,JAC   ,SALEH NASER A                    ,CITY MAX MARKET,389,GRIDER ST                    ,BUFFALO,NY,14215,2500,"389 grider st buffalo, ny 14215 42.925312, -78.829141",42.925312,-78.829141
5156,Erie,142477,Store,JAC   ,CITY MINIMAX INC                 ,CITY MINIMAX,817,E DELAVAN AVE                ,BUFFALO,NY,14215,2000,"817 e delavan ave buffalo, ny 14215 42.922348, -78.826749",42.922348,-78.826749
5157,Erie,142464,Store,JAC   ,ROC CITY MARKET INC              ,CITYWIDE FOOD MARKET,137,MAPLE ST                     ,BUFFALO,NY,14204,4500,"137 maple st buffalo, ny 14204 42.896599, -78.863215",42.896599,-78.863215
5158,Erie,731041,Store,JAC   ,CITY WIDE II INC                 ,CITY WIDE II,137,MAPLE STREET                 ,BUFFALO,NY,14204,4500,"137 maple street buffalo, ny 14204 42.896599, -78.863215",42.896599,-78.863215
5159,Erie,719755,Store,JAC   ,SALEH EDRIS ALI                  ,CITY ZONE MARKET,860,WALDEN AVE                   ,BUFFALO,NY,14211,0,"860 walden ave buffalo, ny 14211 42.90612, -78.804424",42.90612,-78.804424
5160,Erie,141764,Store,JAC   ,630 COLVIN AVE INC               ,C&K THE CORNER STORE,630,COLVIN AVE                   ,BUFFALO,NY,14216,2500,"630 colvin ave buffalo, ny 14216 42.958053, -78.858831",42.958053,-78.858831
5164,Erie,140272,Store,A     ,BUFFALO PHARMACIES INC           ,CLEVE HILL DRUGS,1479,KENSINGTON AVE              ,BUFFALO,NY,14215,4200,"1479 kensington ave buffalo, ny 14215 42.942761, -78.801841",42.942761,-78.801841
5165,Erie,142615,Store,JAC   ,ALOKAM AHMED                     ,CLINTON EXPRESS,1270,CLINTON ST                  ,BUFFALO,NY,14206,1000,"1270 clinton st buffalo, ny 14206 42.875319, -78.828497",42.875319,-78.828497
5166,Erie,149703,Store,JABC  ,KHULAQI OBAD                     ,CLINTON MINI MARKET,1880,CLINTON ST                  ,BUFFALO,NY,14206,3500,"1880 clinton st buffalo, ny 14206 42.871853, -78.807268",42.871853,-78.807268
5167,Erie,705033,Store,JAC   ,COLD SPRING MARKET LLC           ,COLD SPRING MARKET,1304,JEFFERSON AVE               ,BUFFALO,NY,14208,2500,"1304 jefferson ave buffalo, ny 14208 42.910657, -78.853985",42.910657,-78.853985
5168,Erie,142770,Store,JAC   ,COLVIN MARKET EXPRESS LLC        ,COLVIN MARKET EXPRESS,117,COLVIN AVE                   ,BUFFALO,NY,14216,1000,"117 colvin ave buffalo, ny 14216 42.944189, -78.857082",42.944189,-78.857082
5169,Erie,142994,Store,JAE   ,COMMUNITY BEER WORKS LLC         ,COMMUNITY BEER WORKS,15,LAFAYETTE AVE                 ,BUFFALO,NY,14213,3000,"15 lafayette ave buffalo, ny 14213 42.920047, -78.897974",42.920047,-78.897974
5170,Erie,149813,Store,JAC   ,DIWAN CORP                       ,COMMUNITY FOOD&MEAT MKT,535,WALDEN AVE                   ,BUFFALO,NY,14211,6800,"535 walden ave buffalo, ny 14211 42.904505, -78.816451",42.904505,-78.816451
5171,Erie,141693,Store,JAC   ,SALEH KASIM ALI ABDULLA          ,COMSTOCK DELI&GROCERY,262,COMSTOCK AVE                 ,BUFFALO,NY,14215,1500,"262 comstock ave buffalo, ny 14215 42.943863, -78.817609",42.943863,-78.817609
5178,Erie,149931,Store,JAC   ,CONSUMERS BEVERAGES INC          ,CONSUMERS BEVERAGES,444,CAYUGA RD                    ,CHEEKTOWAGA,NY,14225,12000,"444 cayuga rd cheektowaga, ny 14225 42.942571, -78.744402",42.942571,-78.744402
5182,Erie,146696,Store,JAC   ,CONSUMERS BEVERAGES INC          ,CONSUMERS BEVERAGES,2765,GENESEE ST                  ,CHEEKTOWAGA,NY,14225,3500,"2765 genesee st cheektowaga, ny 14225 42.922629, -78.782465",42.922629,-78.782465
5185,Erie,148051,Store,JAC   ,CONSUMERS BEVERAGES INC          ,CONSUMERS BEVERAGES,1280,ABBOTT RD                   ,LACKAWANNA,NY,14218,4000,"1280 abbott rd lackawanna, ny 14218 42.829748, -78.804897",42.829748,-78.804897
5186,Erie,140211,Store,JAC   ,CONSUMERS BEVERAGES INC          ,CONSUMERS BEVERAGES,1291,HARLEM RD                   ,CHEEKTOWAGA,NY,14206,2000,"1291 harlem rd cheektowaga, ny 14206 42.877584, -78.784775",42.877584,-78.784775
5190,Erie,146431,Store,JABC  ,RICH PRODUCTS CORP               ,COOKIE,1197,NIAGARA ST          ,BUFFALO,NY,14213,3000,"1197 niagara st buffalo, ny 14213 42.91628, -78.899322",42.91628,-78.899322
5191,Erie,721564,Store,JAC   ,AJAY AMHERST INC                 ,CORNER MARKET,140,ABBOTT ROAD                  ,BUFFALO,NY,14220,2000,"140 abbott road buffalo, ny 14220 42.856166, -78.824166",42.856166,-78.824166
5194,Erie,713899,Store,JAC   ,WNY OIL INC                      ,CORNER MARKET,2323,BROADWAY                    ,BUFFALO,NY,14212,1700,"2323 broadway buffalo, ny 14212 42.899975, -78.789123",42.899975,-78.789123
5195,Erie,728566,Store,JAC   ,WNY PETROLEUM INC                ,CORNER MARKET,1241,E LOVEJOY STREET            ,BUFFALO,NY,14206,1500,"1241 e lovejoy street buffalo, ny 14206 42.889762, -78.802133",42.889762,-78.802133
5197,Erie,716066,Store,JAC   ,445 MASSACHUSETTS AVE INC        ,CORNER STOP,445,MASSACHUSETTS AVE            ,BUFFALO,NY,14213,2000,"445 massachusetts ave buffalo, ny 14213 42.913732, -78.885983",42.913732,-78.885983
5198,Erie,141172,Store,JAC   ,CORNER STORE 1 CORP THE          ,CORNER STORE THE,2050,CLINTON ST                  ,BUFFALO,NY,14206,2000,"2050 clinton st buffalo, ny 14206 42.871753, -78.80074",42.871753,-78.80074
5199,Erie,142673,Store,JAC   ,KRISHNA MARKET INC               ,CORNER STORE THE,380,CONNECTICUT ST               ,BUFFALO,NY,14213,4000,"380 connecticut st buffalo, ny 14213 42.906206, -78.886978",42.906206,-78.886978
5212,Erie,143045,Store,JAC   ,REID STORES INC                  ,CROSBYS 40028,771,WEHRLE DR                    ,CHEEKTOWAGA,NY,14225,1600,"771 wehrle dr cheektowaga, ny 14225 42.949599, -78.755077",42.949599,-78.755077
5217,Erie,149089,Store,A     ,CVS ALBANY LLC                   ,CVS PHARMACY 00308,432,MAIN ST                  ,BUFFALO,NY,14202,4000,"432 main st buffalo, ny 14202 42.885914, -78.8743",42.885914,-78.8743
5219,Erie,148125,Store,A     ,CVS ALBANY LLC                   ,CVS PHARMACY 00609,1625,ELMWOOD AVE SPECTRUM BLDG#,BUFFALO,NY,14207,3500,"1625 elmwood ave buffalo, ny 14207 42.941104, -78.878482",42.941104,-78.878482
5224,Erie,142154,Store,A     ,CVS ALBANY LLC                   ,CVS PHARMACY #0274,360,DINGENS ST               ,BUFFALO,NY,14206,10000,"360 dingens st buffalo, ny 14206 42.877749, -78.80243",42.877749,-78.80243
5230,Erie,142286,Store,A     ,CVS ALBANY LLC                   ,CVS PHARMACY #598,1717,SHERIDAN DR             ,TONAWANDA,NY,14223,15000,"1717 sheridan dr tonawanda, ny 14223 42.980778, -78.870197",42.980778,-78.870197
5231,Erie,713620,Store,A     ,CVS ALBANY LLC                   ,CVS PHARMACY #725,392,KENMORE AVE            ,BUFFALO,NY,14223,5500,"392 kenmore ave buffalo, ny 14223 42.958291, -78.832501",42.958291,-78.832501
5235,Erie,142725,Store,JAC   ,DASH MARKETS INC                 ,DASH MARKETS,1210,COLVIN AVE            ,TONAWANDA,NY,14223,5000,"1210 colvin ave tonawanda, ny 14223 42.974085, -78.858401",42.974085,-78.858401
5237,Erie,147379,Store,JABC  ,DASH MARKETS INC                 ,DASH MARKETS,1770,HERTEL AVE                  ,BUFFALO,NY,14216,6500,"1770 hertel ave buffalo, ny 14216 42.947569, -78.842618",42.947569,-78.842618
5242,Erie,717890,Store,JAC   ,DAVOLIO INC                      ,DAVOLIO,535,MAIN ST                      ,BUFFALO,NY,14203,2000,"535 main st buffalo, ny 14203 42.888471, -78.873474",42.888471,-78.873474
5245,Erie,703955,Store,JAC   ,DEBS DELIGHTS INC                ,DEBS DELIGHTS,999,BROADWAY ST            ,BUFFALO,NY,14212,200,"999 broadway st buffalo, ny 14212 42.893309, -78.837813",42.893309,-78.837813
5246,Erie,142645,Store,JAC   ,DELAWARE MART INC                ,DELAWARE MART,2075,DELAWARE AVE                ,BUFFALO,NY,14216,1200,"2075 delaware ave buffalo, ny 14216 42.940811, -78.867694",42.940811,-78.867694
5255,Erie,141820,Store,A     ,DICKS SPORTING GOODS INC         ,DICKS SPORTING GOODS,2,WALDEN GALLERIA DR             ,CHEEKTOWAGA,NY,14225,80000,"2 walden galleria dr cheektowaga, ny 14225 42.908182, -78.759343",42.908182,-78.759343
5258,Erie,715883,Store,JAC   ,DODGE FOOD MARKET INC            ,DODGE FOOD MARKET,529,DODGE ST                     ,BUFFALO,NY,14208,1500,"529 dodge st buffalo, ny 14208 42.90558, -78.847922",42.90558,-78.847922
5265,Erie,142827,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #12803,3079,BAILEY AVE                  ,BUFFALO,NY,14215,9000,"3079 bailey ave buffalo, ny 14215 42.938754, -78.813645",42.938754,-78.813645
5266,Erie,142913,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 12975,1055,GENESEE ST                  ,BUFFALO,NY,14211,11000,"1055 genesee st buffalo, ny 14211 42.902365, -78.839165",42.902365,-78.839165
5267,Erie,142934,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #13305,2750,HARLEM RD                   ,CHEEKTOWAGA,NY,14225,11500,"2750 harlem rd cheektowaga, ny 14225 42.918657, -78.784293",42.918657,-78.784293
5268,Erie,143008,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #13366,2137,SENECA ST                   ,BUFFALO,NY,14210,9300,"2137 seneca st buffalo, ny 14210 42.854004, -78.80816",42.854004,-78.80816
5270,Erie,709110,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #14652,1618,MAIN ST                     ,BUFFALO,NY,14209,0,"1618 main st buffalo, ny 14209 42.917271, -78.862453",42.917271,-78.862453
5271,Erie,707428,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #14742,437,TONAWANDA ST                 ,BUFFALO,NY,14207,7500,"437 tonawanda st buffalo, ny 14207 42.940881, -78.899246",42.940881,-78.899246
5273,Erie,712222,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #14886,663,E FERRY ST                   ,BUFFALO,NY,14211,2500,"663 e ferry st buffalo, ny 14211 42.914603, -78.836646",42.914603,-78.836646
5275,Erie,714395,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #15900,244,FOREST AVE                   ,BUFFALO,NY,14213,7000,"244 forest ave buffalo, ny 14213 42.927726, -78.889814",42.927726,-78.889814
5281,Erie,141491,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 8136,93,S ROSSLER AVE                 ,BUFFALO,NY,14206,5100,"93 s rossler ave buffalo, ny 14206 42.87551, -78.794894",42.87551,-78.794894
5282,Erie,141469,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 8177,942,MCKINLEY PKWY                ,BUFFALO,NY,14220,8000,"942 mckinley pkwy buffalo, ny 14220 42.857419, -78.824185",42.857419,-78.824185
5283,Erie,142489,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #8207,1833,ELMWOOD AVE                 ,BUFFALO,NY,14207,0,"1833 elmwood ave buffalo, ny 14207 42.947134, -78.878177",42.947134,-78.878177
5290,Erie,141306,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 8427,315,W FERRY ST                   ,BUFFALO,NY,14213,6000,"315 w ferry st buffalo, ny 14213 42.915289, -78.889958",42.915289,-78.889958
5292,Erie,141394,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 8896,1336,HERTEL AVE                  ,BUFFALO,NY,14216,5600,"1336 hertel ave buffalo, ny 14216 42.947724, -78.858584",42.947724,-78.858584
5294,Erie,141468,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 8960,230,HOLDEN ST                    ,BUFFALO,NY,14214,1500,"230 holden st buffalo, ny 14214 42.939479, -78.834863",42.939479,-78.834863
5295,Erie,141459,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 9028,338,KENMORE AVE                  ,BUFFALO,NY,14223,5600,"338 kenmore ave buffalo, ny 14223 42.95825, -78.830407",42.95825,-78.830407
5296,Erie,141460,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL 9029,1233,ABBOTT RD                   ,LACKAWANNA,NY,14218,1000,"1233 abbott rd lackawanna, ny 14218 42.83104, -78.8053",42.83104,-78.8053
5297,Erie,142818,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GENERAL #9052,4190,UNION RD                    ,CHEEKTOWAGA,NY,14225,10000,"4190 union rd cheektowaga, ny 14225 42.928905, -78.754136",42.928905,-78.754136
5301,Erie,142100,Store,A     ,DOLGENCORP OF NEW YORK INC       ,DOLLAR GNRL #10311,827,TONAWANDA ST                 ,BUFFALO,NY,14207,3000,"827 tonawanda st buffalo, ny 14207 42.951156, -78.904559",42.951156,-78.904559
5306,Erie,721789,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #06336,2141,FILLMORE AVENUE         ,BUFFALO,NY,14214,10000,"2141 fillmore avenue buffalo, ny 14214 42.932457, -78.839256",42.932457,-78.839256
5307,Erie,724658,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #06772,1370,BROADWAY STREET             ,BUFFALO,NY,14212,8000,"1370 broadway street buffalo, ny 14212 42.895627, -78.82401",42.895627,-78.82401
5310,Erie,140763,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE 1055,2400,SENECA ST                   ,BUFFALO,NY,14210,5000,"2400 seneca st buffalo, ny 14210 42.848985, -78.802285",42.848985,-78.802285
5313,Erie,141088,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE 1422,2176,DELAWARE AVE                ,BUFFALO,NY,14216,10000,"2176 delaware ave buffalo, ny 14216 42.943257, -78.867991",42.943257,-78.867991
5314,Erie,140959,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #1423,3859,UNION RD                    ,CHEEKTOWAGA,NY,14225,14000,"3859 union rd cheektowaga, ny 14225 42.919393, -78.754152",42.919393,-78.754152
5322,Erie,143005,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #4284,3842,HARLEM RD #12               ,CHEEKTOWAGA,NY,14215,8000,"3842 harlem rd cheektowaga, ny 14215 42.947871, -78.784073",42.947871,-78.784073
5324,Erie,704003,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #5063,2025,SHERIDAN DR             ,BUFFALO,NY,14223,4000,"2025 sheridan dr buffalo, ny 14223 42.980794, -78.859016",42.980794,-78.859016
5325,Erie,704004,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #789,2101,ELMWOOD AVE             ,BUFFALO,NY,14207,10000,"2101 elmwood ave buffalo, ny 14207 42.9549, -78.878251",42.9549,-78.878251
5327,Erie,141193,Store,A     ,DOLLAR TREE STORES INC           ,DOLLAR TREE #962,130,THRUWAY PLAZA                ,CHEEKTOWAGA,NY,14225,10000,"130 thruway plaza cheektowaga, ny 14225 42.903981, -78.778366",42.903981,-78.778366
5331,Erie,714496,Store,JAC   ,SHERAWALI INC                    ,DOWNTOWN FOOD MART,472,MAIN ST                      ,BUFFALO,NY,14202,1600,"472 main st buffalo, ny 14202 42.886709, -78.87404",42.886709,-78.87404
5332,Erie,140436,Store,JAC   ,BAP GROUP INC                    ,DOWNTOWN TRADING CO,51,BROADWAY                      ,BUFFALO,NY,14202,1000,"51 broadway buffalo, ny 14202 42.886093, -78.870962",42.886093,-78.870962
5333,Erie,143038,Store,JAC   ,DOYLES FOOD INC                  ,DOYLES FOOD,1981,NIAGARA ST                  ,BUFFALO,NY,14207,1500,"1981 niagara st buffalo, ny 14207 42.937902, -78.903984",42.937902,-78.903984
5334,Erie,728668,Store,JAC   ,DRINK MAPLE INC                  ,DRINKMAPLE,505,DUKE ROAD SUITE 450    ,BUFFALO,NY,14225,7000,"505 duke road buffalo, ny 14225 42.904054, -78.762161",42.904054,-78.762161
5337,Erie,141986,Store,JAC   ,ALABELI FAWAZ S                  ,EAST FERRY CLOVER FARM,436,E FERRY ST                   ,BUFFALO,NY,14208,5000,"436 e ferry st buffalo, ny 14208 42.914716, -78.848092",42.914716,-78.848092
5338,Erie,727046,Store,JAC   ,EAST FERRY FOOD & DELI INC       ,EAST FERRY FOOD & DELI,1326,E FERRY STREET              ,BUFFALO,NY,14211,1500,"1326 e ferry street buffalo, ny 14211 42.914678, -78.814866",42.914678,-78.814866
5339,Erie,727183,Store,JAC   ,ALI TOWFFEEK G                   ,EAT DELAVAN EXPRESS DEL,635,E DELAVAN AVE                ,BUFFALO,NY,14215,1100,"635 e delavan ave buffalo, ny 14215 42.921789, -78.833518",42.921789,-78.833518
5345,Erie,719688,Store,A     ,EDSON MINI MART INC              ,EDSON MINI MART,176,EDSON STREET                 ,BUFFALO,NY,14210,0,"176 edson street buffalo, ny 14210 42.852696, -78.797956",42.852696,-78.797956
5346,Erie,732185,Store,JAC   ,NAGI IZZADDIN                    ,EGGERT EXPRESS,1558,E DELAVAN AVE               ,BUFFALO,NY,14215,0,"1558 e delavan ave buffalo, ny 14215 42.922786, -78.7989",42.922786,-78.7989
5347,Erie,143636,Store,JAC   ,ELK PROVISION COMPANY INC        ,ELK PROVISION,1260,CLINTON ST                  ,BUFFALO,NY,14206,5000,"1260 clinton st buffalo, ny 14206 42.875402, -78.828712",42.875402,-78.828712
5348,Erie,142900,Store,JAC   ,BAP GROUP INC                    ,ELLICOTT SQ TRADING CO,295,MAIN ST SUITE 114        ,BUFFALO,NY,14203,2300,"295 main st buffalo, ny 14203 42.882195, -78.875506",42.882195,-78.875506
5351,Erie,142629,Store,JAC   ,ELMWOOD EXPRESS MINIMART INC     ,ELMWOOD EXPRESS MINIMRT,460,ELMWOOD AVE              ,BUFFALO,NY,14222,3200,"460 elmwood ave buffalo, ny 14222 42.909392, -78.877105",42.909392,-78.877105
5352,Erie,142427,Store,JAC   ,214 ELMWOOD AVENUE CORP          ,ELMWOOD MARKET,214,ELMWOOD AVE                  ,BUFFALO,NY,14222,3500,"214 elmwood ave buffalo, ny 14222 42.902872, -78.877136",42.902872,-78.877136
5354,Erie,142003,Store,JACD  ,EMERLING INTERNATIONAL FOODS INC ,EMERLING INTERNATIONAL,2381,FILLMORE AVE                ,BUFFALO,NY,14214,140000,"2381 fillmore ave buffalo, ny 14214 42.938213, -78.839216",42.938213,-78.839216
5356,Erie,730504,Store,JAC   ,ESSER MINI MART LLC              ,ESSER MINI MART,187,ESSER AVENUE                 ,BUFFALO,NY,14207,0,"187 esser avenue buffalo, ny 14207 42.957488, -78.904008",42.957488,-78.904008
5357,Erie,142614,Store,JAC   ,MOHAMED MOHAMED A                ,ESTATE OF AHMED MOHAMED,1069,BROADWAY ST                 ,BUFFALO,NY,14212,1500,"1069 broadway st buffalo, ny 14212 42.893868, -78.83518",42.893868,-78.83518
5358,Erie,141295,Store,JAC   ,DARMOGRAI YURI                   ,EURO DELI&GIFTS,4166,UNION RD                    ,CHEEKTOWAGA,NY,14225,1976,"4166 union rd cheektowaga, ny 14225 42.928833, -78.754138",42.928833,-78.754138
5362,Erie,720083,Store,JAC   ,THOMAS ERNEST FRANK              ,EXCLUSIVELY ALASKAN GOO,1650,HERTEL AVE                  ,BUFFALO,NY,14216,500,"1650 hertel ave buffalo, ny 14216 42.947626, -78.846496",42.947626,-78.846496
5367,Erie,142065,Store,JAC   ,PETR ALL PETROLEUM CONSULTING COR,EXPRESS MART #374,1235,COLVIN BLVD             ,TONOWANDA,NY,14223,1500,"1235 colvin blvd tonowanda, ny 14223 42.974666, -78.858415",42.974666,-78.858415
5368,Erie,142066,Store,JAC   ,PETR ALL PETROLEUM CONSULTING COR,EXPRESS MART #375,5115,GENESSEE ST             ,CHEEKTOWAGA,NY,14225,1500,"5115 genessee st cheektowaga, ny 14225 42.937854, -78.697283",42.937854,-78.697283
5373,Erie,709660,Store,JAC   ,PETR ALL PETROLEUM CONSULTING COR,EXPRESS MART #389,2633,GENESSEE ST                 ,BUFFALO,NY,14225,4500,"2633 genessee st buffalo, ny 14225 42.922097, -78.784597",42.922097,-78.784597
